iata_code,icao_code,name,country,state,city,elevation,lat,lon,timezone
DYA,YDYS,Dysart Airport,Queensland,AU,"",670,148.36,-22.62,Australia/Brisbane
ECH,YECH,Echuca Airport,Victoria,AU,"",323,144.76,-36.16,Australia/Melbourne
EUC,YECL,Eucla Airport,Western-Australia,AU,"",0,128.88,-31.70,Australia/Eucla
ETD,YEDA,Etadunna Airport,South-Australia,AU,Etadunna,0,138.59,-28.74,Australia/Adelaide
ENB,YEEB,Eneabba Airport,Western-Australia,AU,Eneabba,0,115.25,-29.83,Australia/Perth
EIH,YEIN,Einasleigh Airport,Queensland,AU,Einasleigh,0,144.09,-18.50,Australia/Brisbane
ELC,YELD,Elcho Island Airport,Northern-Territory,AU,Elcho Island,101,135.57,-12.02,Australia/Darwin
EMD,YEML,Emerald Airport,Queensland,AU,Emerald,624,148.18,-23.57,Australia/Brisbane
ERB,YERN,Ernabella Airport,South-Australia,AU,"",707,132.18,-26.26,Australia/Adelaide
EPR,YESP,Esperance Airport,Western-Australia,AU,"",470,121.82,-33.68,Australia/Perth
EVD,YEVA,Eva Downs Airport,Northern-Territory,AU,Eva Downs,0,134.86,-18.00,Australia/Darwin
EVH,YEVD,Evans Head Aerodrome,New-South-Wales,AU,"",20,153.42,-29.09,Australia/Sydney
EXM,YEXM,Exmouth Airport,Western-Australia,AU,"",0,114.10,-22.03,Australia/Perth
KFE,YFDF,Fortescue - Dave Forrest Aerodrome,Central-Sulawesi,AU,Cloudbreak Village,1555,119.43,0.00,Australia/Perth
FLY,YFIL,Finley Airport,New-South-Wales,AU,"",0,145.55,-35.67,Australia/Sydney
FLS,YFLI,Flinders Island Airport,Tasmania,AU,"",10,147.99,-40.09,Australia/Melbourne
FVL,YFLO,Flora Valley Airport,Western-Australia,AU,"",0,128.42,-18.28,Australia/Perth
FIK,YFNE,Finke Airport,Northern-Territory,AU,Finke,0,134.58,-25.59,Australia/Darwin
FOS,YFRT,Forrest Airport,Western-Australia,AU,"",511,128.12,-30.84,Australia/Perth
FOT,YFST,Forster (Wallis Is) Airport,New-South-Wales,AU,"",4,152.48,-32.20,Australia/Sydney
FIZ,YFTZ,Fitzroy Crossing Airport,Western-Australia,AU,"",368,125.56,-18.18,Australia/Perth
GAH,YGAY,Gayndah Airport,Queensland,AU,"",369,151.62,-25.61,Australia/Brisbane
GBL,YGBI,South Goulburn Is Airport,Northern-Territory,AU,"",19,133.38,-11.65,Australia/Darwin
GUH,YGDH,Gunnedah Airport,New-South-Wales,AU,"",863,150.25,-30.96,Australia/Sydney
GOO,YGDI,Goondiwindi Airport,Queensland,AU,"",714,150.32,-28.52,Australia/Brisbane
GDD,YGDN,Gordon Downs Airport,Western-Australia,AU,Gordon Downs,800,128.59,-18.68,Australia/Perth
GGD,YGDS,Gregory Downs Airport,Queensland,AU,"",52,139.23,-18.63,Australia/Brisbane
GTS,YGDW,Granite Downs Airport,South-Australia,AU,"",337,133.61,-26.95,Australia/Adelaide
GET,YGEL,Geraldton Airport,Western-Australia,AU,"",121,114.71,-28.80,Australia/Perth
GFN,YGFN,Grafton Airport,New-South-Wales,AU,"",110,153.03,-29.76,Australia/Sydney
GBW,YGIA,Ginbata,Western-Australia,AU,Ginbata,509,120.04,-22.58,Australia/Perth
GBV,YGIB,Gibb River Airport,Western-Australia,AU,"",509,126.45,-16.42,Australia/Perth
GLT,YGLA,Gladstone Airport,Queensland,AU,Gladstone,64,151.22,-23.87,Australia/Brisbane
GUL,YGLB,Goulburn Airport,New-South-Wales,AU,"",2141,149.73,-34.81,Australia/Sydney
GLG,YGLE,Glengyle Airport,Queensland,AU,"",91,139.60,-24.81,Australia/Brisbane
GEX,YGLG,Geelong Airport,Victoria,AU,"",43,144.33,-38.22,Australia/Hobart
GLI,YGLI,Glen Innes Airport,New-South-Wales,AU,"",3433,151.69,-29.67,Australia/Sydney
GLM,YGLO,Glenormiston Airport,Queensland,AU,"",158,138.82,-22.89,Australia/Brisbane
GVP,YGNV,Greenvale Airport,Queensland,AU,"",0,145.12,-18.98,Australia/Brisbane
GPN,YGPT,Garden Point Airport,Northern-Territory,AU,"",90,130.42,-11.40,Australia/Darwin
GTE,YGTE,Groote Eylandt Airport,Northern-Territory,AU,Groote Eylandt,53,136.46,-13.98,Australia/Darwin
GFF,YGTH,Griffith Airport,New-South-Wales,AU,Griffith,439,146.07,-34.25,Australia/Sydney
GTT,YGTN,Georgetown Airport,Queensland,AU,"",995,143.53,-18.31,Australia/Brisbane
GEE,YGTO,Georgetown (Tas) Airport,Tasmania,AU,"",0,146.84,-41.08,Australia/Hobart
GYP,YGYM,Gympie Airport,Queensland,AU,"",260,152.70,-26.28,Australia/Brisbane
HWK,YHAW,Wilpena Pound Airport,South-Australia,AU,Hawker,321,138.47,-31.86,Australia/Adelaide
HXX,YHAY,Hay Airport,New-South-Wales,AU,"",305,144.83,-34.53,Australia/Sydney
HVB,YHBA,Hervey Bay Airport,Queensland,AU,Hervey Bay,60,152.88,-25.32,Australia/Brisbane
HUB,YHBR,Humbert River Airport,Northern-Territory,AU,"",0,130.63,-16.49,Australia/Darwin
HIP,YHDY,Headingly Airport,Queensland,AU,"",0,138.28,-21.33,Australia/Brisbane
HID,YHID,Horn Island Airport,Queensland,AU,Horn Island,43,142.29,-10.59,Australia/Brisbane
HCQ,YHLC,Halls Creek Airport,Western-Australia,AU,"",1346,127.67,-18.23,Australia/Perth
HMG,YHMB,Hermannsburg Airport,Northern-Territory,AU,"",593,132.80,-23.93,Australia/Darwin
HLT,YHML,Hamilton Airport,Victoria,AU,"",803,142.07,-37.65,Australia/Hobart
HOK,YHOO,Hooker Creek Airport,Northern-Territory,AU,"",320,130.64,-18.34,Australia/Darwin
MHU,YHOT,Mount Hotham Airport,Victoria,AU,Mount Hotham,4260,147.33,-37.05,Australia/Hobart
HTU,YHPN,Hopetoun Airport,Victoria,AU,"",256,142.36,-35.72,Australia/Melbourne
HSM,YHSM,Horsham Airport,Victoria,AU,"",445,142.17,-36.67,Australia/Melbourne
HGD,YHUG,Hughenden Airport,Queensland,AU,"",1043,144.23,-20.82,Australia/Brisbane
IDK,YIDK,Indulkana Airport,South-Australia,AU,"",401,133.32,-26.97,Australia/Adelaide
IFL,YIFL,Innisfail Airport,Queensland,AU,"",46,146.01,-17.56,Australia/Brisbane
IFF,YIFY,Iffley Airport,Queensland,AU,"",43,141.22,-18.90,Australia/Brisbane
IGH,YIGM,Ingham Airport,Queensland,AU,"",49,146.15,-18.66,Australia/Brisbane
IKP,YIKM,Inkerman Airport,Queensland,AU,"",6,141.44,-16.28,Australia/Brisbane
INJ,YINJ,Injune Airport,Queensland,AU,"",401,148.53,-25.85,Australia/Brisbane
INM,YINN,Innamincka Airport,South-Australia,AU,"",54,140.73,-27.70,Australia/Adelaide
IVW,YINW,Inverway Airport,Northern-Territory,AU,Inverway,0,129.64,-17.84,Australia/Darwin
ISI,YISF,Isisford Airport,Queensland,AU,"",694,144.43,-24.26,Australia/Brisbane
IVR,YIVL,Inverell Airport,New-South-Wales,AU,"",2667,151.14,-29.89,Australia/Sydney
JAB,YJAB,Jabiru Airport,Northern-Territory,AU,"",85,132.89,-12.66,Australia/Darwin
JUN,YJDA,Jundah Airport,Queensland,AU,"",145,143.06,-24.84,Australia/Brisbane
QJD,YJIN,Jindabyne Airport,New-South-Wales,AU,"",1036,148.60,-36.43,Australia/Sydney
JCK,YJLC,Julia Creek Airport,Queensland,AU,"",404,141.72,-20.67,Australia/Brisbane
JUR,YJNB,Jurien Bay Airport,Western-Australia,AU,"",15,115.03,-30.30,Australia/Perth
UBU,YKAL,Kalumburu Airport,Western-Australia,AU,"",29,126.63,-14.29,Australia/Perth
KAX,YKBR,Kalbarri Airport,Western-Australia,AU,"",157,114.26,-27.69,Australia/Perth
KBY,YKBY,Streaky Bay Airport,South-Australia,AU,"",69,134.29,-32.84,Australia/Adelaide
KCS,YKCS,Kings Creek Airport,Northern-Territory,AU,"",615,131.84,-24.42,Australia/Darwin
KRA,YKER,Kerang Airport,Victoria,AU,"",254,143.94,-35.75,Australia/Melbourne
KNS,YKII,King Island Airport,Tasmania,AU,"",132,143.88,-39.88,Australia/Melbourne
KBB,YKIR,Kirkimbie Station Airport,Northern-Territory,AU,Kirkimbie,0,129.21,-17.78,Australia/Darwin
KFG,YKKG,Kalkgurung Airport,Northern-Territory,AU,"",646,130.81,-17.43,Australia/Darwin
KKP,YKLB,Koolburra Airport,Queensland,AU,Koolburra,350,143.96,-15.32,Australia/Brisbane
KRB,YKMB,Karumba Airport,Queensland,AU,"",5,140.83,-17.46,Australia/Brisbane
KML,YKML,Kamileroi Airport,Queensland,AU,"",91,140.06,-19.38,Australia/Brisbane
KPS,YKMP,Kempsey Airport,New-South-Wales,AU,"",54,152.77,-31.07,Australia/Sydney
KNI,YKNG,Katanning Airport,Western-Australia,AU,"",0,117.63,-33.72,Australia/Perth
KWM,YKOW,Kowanyama Airport,Queensland,AU,Kowanyama,35,141.75,-15.49,Australia/Brisbane
KGY,YKRY,Kingaroy Airport,Queensland,AU,"",1492,151.84,-26.58,Australia/Brisbane
KGC,YKSC,Kingscote Airport,South-Australia,AU,"",24,137.52,-35.71,Australia/Adelaide
KUG,YKUB,Kubin Airport,Queensland,AU,"",15,142.22,-10.23,Australia/Brisbane
LWH,YLAH,Lawn Hill Airport,Queensland,AU,"",122,138.63,-18.57,Australia/Brisbane
LGH,YLEC,Leigh Creek Airport,South-Australia,AU,"",856,138.43,-30.60,Australia/Adelaide
LNO,YLEO,Leonora Airport,Western-Australia,AU,Leonora,1217,121.32,-28.88,Australia/Perth
LEL,YLEV,Lake Evella Airport,Northern-Territory,AU,"",256,135.81,-12.50,Australia/Darwin
LDH,YLHI,Lord Howe Island Airport,New-South-Wales,AU,Lord Howe Island,5,159.08,-31.54,Australia/Lord_Howe
IRG,YLHR,Lockhart River Airport,Queensland,AU,"",77,143.30,-12.79,Australia/Brisbane
LTP,YLHS,Lyndhurst Airport,Queensland,AU,Lyndhurst,0,144.37,-19.20,Australia/Brisbane
LDC,YLIN,Lindeman Island Airport,Queensland,AU,Lindeman Island,0,149.04,-20.45,Australia/Lindeman
LSY,YLIS,Lismore Airport,New-South-Wales,AU,Lismore,35,153.26,-28.83,Australia/Sydney
LOC,YLOK,Lock Airport,South-Australia,AU,Lock,350,135.69,-33.54,Australia/Adelaide
LOA,YLOR,Lorraine Airport,Queensland,AU,"",61,139.91,-18.99,Australia/Brisbane
LTV,YLOV,Lotus Vale Airport,Queensland,AU,Lotus Vale,0,141.38,-17.05,Australia/Brisbane
LUU,YLRA,Laura Airport,Queensland,AU,"",0,144.45,-15.55,Australia/Brisbane
LHG,YLRD,Lightning Ridge Airport,New-South-Wales,AU,"",540,147.98,-29.46,Australia/Sydney
LRE,YLRE,Longreach Airport,Queensland,AU,Longreach,627,144.28,-23.43,Australia/Brisbane
LUT,YLRS,New Laura Airport,Queensland,AU,"",0,144.37,-15.18,Australia/Brisbane
LER,YLST,Leinster Airport,Western-Australia,AU,"",1631,120.70,-27.84,Australia/Perth
LVO,YLTN,Laverton Airport,Western-Australia,AU,"",1530,122.42,-28.61,Australia/Perth
TGN,YLTV,Latrobe Valley Airport,Victoria,AU,"",180,146.47,-38.21,Australia/Melbourne
LZR,YLZI,Lizard Island Airport,Queensland,AU,"",70,145.45,-14.67,Australia/Brisbane
UBB,YMAA,Mabuiag Island Airport,Queensland,AU,Mabuiag Island,0,142.18,-9.95,Australia/Brisbane
AVV,YMAV,Avalon Airport,Victoria,AU,Melbourne,35,144.47,-38.04,Australia/Melbourne
ABX,YMAY,Albury Airport,New-South-Wales,AU,Albury,539,146.96,-36.07,Australia/Sydney
MRG,YMBA,Mareeba Airport,Queensland,AU,"",1560,145.42,-17.07,Australia/Brisbane
MBB,YMBL,Marble Bar Airport,Western-Australia,AU,"",194,119.83,-21.16,Australia/Perth
XMC,YMCO,Mallacoota Airport,Victoria,AU,"",31,149.72,-37.60,Australia/Hobart
MFP,YMCR,Manners Creek Airport,Northern-Territory,AU,"",0,137.98,-22.10,Australia/Darwin
MLR,YMCT,Millicent Airport,South-Australia,AU,"",56,140.37,-37.58,Australia/Adelaide
DGE,YMDG,Mudgee Airport,New-South-Wales,AU,Mudgee,1545,149.61,-32.56,Australia/Sydney
MQA,YMDI,Mandora Airport,Western-Australia,AU,Mandora,0,120.84,-19.74,Australia/Perth
MKR,YMEK,Meekatharra Airport,Western-Australia,AU,"",1713,118.55,-26.61,Australia/Perth
MEB,YMEN,Melbourne Essendon Airport,Victoria,AU,"",282,144.90,-37.73,Australia/Melbourne
MIM,YMER,Merimbula Airport,New-South-Wales,AU,Merimbula,7,149.90,-36.91,Australia/Sydney
SXE,YMES,RAAF Base East Sale,Victoria,AU,"",23,147.15,-38.10,Australia/Hobart
MGT,YMGB,Milingimbi Airport,Northern-Territory,AU,Milingimbi Island,53,134.89,-12.09,Australia/Darwin
MNG,YMGD,Maningrida Airport,Northern-Territory,AU,Maningrida,123,134.23,-12.06,Australia/Darwin
GSN,YMGN,Mount Gunson Airport,South-Australia,AU,Mount Gunson,285,137.17,-31.46,Australia/Adelaide
MGV,YMGR,Margaret River (Station) Airport,Western-Australia,AU,"",289,126.88,-18.62,Australia/Perth
MQZ,YMGT,Margaret River Airport,Western-Australia,AU,"",374,115.10,-33.93,Australia/Perth
HBA,YMHB,Hobart International Airport,Tasmania,AU,Hobart,13,147.51,-42.84,Australia/Hobart
MHO,YMHO,Mount House Airport,Western-Australia,AU,"",289,125.71,-17.06,Australia/Perth
MCV,YMHU,McArthur River Mine Airport,Northern-Territory,AU,McArthur River Mine,131,136.08,-16.44,Australia/Darwin
MQL,YMIA,Mildura Airport,Victoria,AU,Mildura,167,142.09,-34.23,Australia/Hobart
XML,YMIN,Minlaton Airport,South-Australia,AU,"",0,137.53,-34.75,Australia/Adelaide
MIH,YMIP,Mitchell Plateau Airport,Western-Australia,AU,Mitchell Plateau,0,125.82,-14.79,Australia/Perth
MTQ,YMIT,Mitchell Airport,Queensland,AU,"",1144,147.94,-26.48,Australia/Brisbane
MJP,YMJM,Manjimup Airport,Western-Australia,AU,"",940,116.14,-34.27,Australia/Perth
LST,YMLT,Launceston Airport,Tasmania,AU,Launceston,562,147.21,-41.55,Australia/Melbourne
MBW,YMMB,Melbourne Moorabbin Airport,Victoria,AU,Melbourne,50,145.10,-37.98,Australia/Melbourne
MEL,YMML,Melbourne International Airport,Victoria,AU,Melbourne,434,144.84,-37.67,Australia/Melbourne
MMM,YMMU,Middlemount Airport,Queensland,AU,"",547,148.71,-22.80,Australia/Brisbane
MTL,YMND,Maitland Airport,New-South-Wales,AU,"",85,151.49,-32.70,Australia/Sydney
WME,YMNE,Mount Keith Airport,Western-Australia,AU,"",1792,120.56,-27.29,Australia/Perth
ONR,YMNK,Monkira Airport,Queensland,AU,"",107,140.53,-24.82,Australia/Brisbane
OXY,YMNY,Morney Airport,Queensland,AU,"",104,141.43,-25.36,Australia/Brisbane
MMG,YMOG,Mount Magnet Airport,Western-Australia,AU,"",1354,117.84,-28.12,Australia/Perth
OOR,YMOO,Mooraberree Airport,Queensland,AU,"",85,140.98,-25.25,Australia/Brisbane
MRZ,YMOR,Moree Airport,New-South-Wales,AU,Moree,701,149.85,-29.50,Australia/Sydney
MET,YMOT,Moreton Airport,Queensland,AU,Moreton,0,142.64,-12.44,Australia/Brisbane
MIN,YMPA,Minnipa Airport,South-Australia,AU,"",155,135.15,-32.84,Australia/Adelaide
MQE,YMQA,Marqua Airport,Northern-Territory,AU,Marqua,0,137.25,-22.81,Australia/Darwin
MOV,YMRB,Moranbah Airport,Queensland,AU,Moranbah,770,148.08,-22.06,Australia/Brisbane
RRE,YMRE,Marree Airport,South-Australia,AU,"",50,138.07,-29.66,Australia/Adelaide
MWB,YMRW,Morawa Airport,Western-Australia,AU,"",270,116.02,-29.20,Australia/Perth
MYA,YMRY,Moruya Airport,New-South-Wales,AU,Moruya,14,150.14,-35.90,Australia/Sydney
MTD,YMSF,Mount Sanford Station Airport,Northern-Territory,AU,"",231,130.55,-16.98,Australia/Darwin
UTB,YMTB,Muttaburra Airport,Queensland,AU,"",230,144.53,-22.58,Australia/Brisbane
MGB,YMTG,Mount Gambier Airport,South-Australia,AU,"",212,140.79,-37.75,Australia/Adelaide
ONG,YMTI,Mornington Island Airport,Queensland,AU,"",33,139.18,-16.66,Australia/Brisbane
MNQ,YMTO,Monto Airport,Queensland,AU,"",757,151.10,-24.89,Australia/Brisbane
MUQ,YMUC,Muccan Station Airport,Western-Australia,AU,Muccan Station,300,120.07,-20.66,Australia/Perth
MNE,YMUG,Mungeranie Airport,South-Australia,AU,Mungeranie,0,138.66,-28.01,Australia/Adelaide
MYI,YMUI,Murray Island Airport,Queensland,AU,Murray Island,0,144.05,-9.92,Australia/Brisbane
MVK,YMUK,Mulka Airport,South-Australia,AU,Mulka,0,138.65,-28.35,Australia/Adelaide
MXU,YMWA,Mullewa Airport,Western-Australia,AU,"",290,115.52,-28.48,Australia/Perth
MXD,YMWX,Marion Downs Airport,Queensland,AU,"",0,139.67,-23.37,Australia/Brisbane
MBH,YMYB,Maryborough Airport,Queensland,AU,"",38,152.71,-25.51,Australia/Brisbane
RTY,YMYT,Merty Merty Airport,South-Australia,AU,"",0,140.32,-28.58,Australia/Adelaide
NMR,YNAP,Nappa Merrie Airport,Queensland,AU,"",55,141.13,-27.56,Australia/Brisbane
NRA,YNAR,Narrandera Airport,New-South-Wales,AU,Narrandera,474,146.51,-34.70,Australia/Sydney
NAA,YNBR,Narrabri Airport,New-South-Wales,AU,Narrabri,788,149.83,-30.32,Australia/Sydney
RPM,YNGU,Ngukurr Airport,Northern-Territory,AU,"",45,134.75,-14.72,Australia/Darwin
NBH,YNHS,Nambucca Heads Airport,New-South-Wales,AU,Nambucca Heads,0,153.00,-30.65,Australia/Sydney
NLS,YNIC,Nicholson Airport,Western-Australia,AU,"",0,128.90,-18.05,Australia/Perth
NAC,YNRC,Naracoorte Airport,South-Australia,AU,"",169,140.73,-36.99,Australia/Adelaide
QRM,YNRM,Narromine Airport,New-South-Wales,AU,"",782,148.23,-32.21,Australia/Sydney
RVT,YNRV,Ravensthorpe Airport,Western-Australia,AU,"",197,120.21,-33.80,Australia/Perth
NSV,YNSH,Noosa Airport,Queensland,AU,"",1,153.06,-26.42,Australia/Brisbane
NSM,YNSM,Norseman Airport,Western-Australia,AU,"",263,121.75,-32.21,Australia/Perth
NTN,YNTN,Normanton Airport,Queensland,AU,"",73,141.07,-17.68,Australia/Brisbane
NUR,YNUB,Nullabor Motel Airport,South-Australia,AU,"",67,130.90,-31.44,Australia/Adelaide
NLL,YNUL,Nullagine Airport,Western-Australia,AU,"",381,120.20,-21.91,Australia/Perth
NUB,YNUM,Numbulwar Airport,Northern-Territory,AU,"",31,135.72,-14.27,Australia/Darwin
ZNE,YNWN,Newman Airport,Western-Australia,AU,Newman,1724,119.80,-23.42,Australia/Perth
NYN,YNYN,Nyngan Airport,New-South-Wales,AU,"",569,147.20,-31.55,Australia/Sydney
OPI,YOEN,Oenpelli Airport,Northern-Territory,AU,"",30,133.01,-12.33,Australia/Darwin
XCO,YOLA,Colac Airport,Victoria,AU,"",137,143.68,-38.29,Australia/Melbourne
OLP,YOLD,Olympic Dam Airport,South-Australia,AU,Olympic Dam,343,136.88,-30.49,Australia/Adelaide
ONS,YOLW,Onslow Airport,Western-Australia,AU,"",7,115.11,-21.67,Australia/Perth
ODD,YOOD,Oodnadatta Airport,South-Australia,AU,"",118,135.45,-27.56,Australia/Adelaide
MOO,YOOM,Moomba Airport,South-Australia,AU,"",143,140.20,-28.10,Australia/Adelaide
RBS,YORB,Orbost Airport,Victoria,AU,"",28,148.61,-37.79,Australia/Melbourne
OAG,YORG,Orange Airport,New-South-Wales,AU,Orange,3115,149.13,-33.38,Australia/Sydney
ODR,YORV,Ord River Airport,Western-Australia,AU,Ord River,390,128.91,-17.34,Australia/Perth
OSO,YOSB,Osborne Mine Airport,Queensland,AU,"",285,140.55,-22.08,Australia/Brisbane
OYN,YOUY,Ouyen Airport,Victoria,AU,"",0,142.35,-35.09,Australia/Melbourne
ADL,YPAD,Adelaide International Airport,South-Australia,AU,Adelaide,20,138.53,-34.95,Australia/Adelaide
PUG,YPAG,Port Augusta Airport,South-Australia,AU,"",56,137.72,-32.51,Australia/Adelaide
PMK,YPAM,Palm Island Airport,Queensland,AU,"",28,146.58,-18.76,Australia/Brisbane
PBO,YPBO,Paraburdoo Airport,Western-Australia,AU,Paraburdoo,1406,117.75,-23.17,Australia/Perth
CCK,YPCC,Cocos (Keeling) Islands Airport,"",CC,Cocos (Keeling) Islands,10,96.83,-12.19,Indian/Cocos
PDE,YPDI,Pandie Pandie Airport,South-Australia,AU,"",0,139.40,-26.12,Australia/Adelaide
DRW,YPDN,Darwin International Airport,Northern-Territory,AU,Darwin,103,130.88,-12.41,Australia/Darwin
PRD,YPDO,Pardoo Airport,Western-Australia,AU,Pardoo,0,119.59,-20.12,Australia/Perth
BEO,YPEC,Aeropelican Airport,New-South-Wales,AU,"",2,151.65,-33.07,Australia/Sydney
GOV,YPGV,Gove Airport,Northern-Territory,AU,Nhulunbuy,192,136.82,-12.27,Australia/Darwin
PPI,YPIR,Port Pirie Airport,South-Australia,AU,"",40,137.99,-33.24,Australia/Adelaide
JAD,YPJT,Perth Jandakot Airport,Western-Australia,AU,Perth,99,115.88,-32.10,Australia/Perth
