iata_code,icao_code,name,country,state,city,elevation,lat,lon,timezone
XCM,CYCK,Chatham Kent Airport,Ontario,CA,Chatham-Kent,650,-82.08,42.31,America/Toronto
YCL,CYCL,Charlo Airport,New Brunswick,CA,Charlo,132,-66.33,47.99,America/Halifax
YCN,CYCN,Cochrane Airport,Ontario,CA,Cochrane,861,-81.01,49.11,America/Toronto
YCO,CYCO,Kugluktuk Airport,Nunavut,CA,Kugluktuk,74,-115.14,67.82,America/Edmonton
YCQ,CYCQ,Chetwynd Airport,British Columbia,CA,Chetwynd,2000,-121.63,55.69,America/Dawson_Creek
YCR,CYCR,Cross Lake (Charlie Sinclair Memorial) Airport,Manitoba,CA,Cross Lake,709,-97.76,54.61,America/Winnipeg
YCS,CYCS,Chesterfield Inlet Airport,Nunavut,CA,Chesterfield Inlet,32,-90.73,63.35,America/Winnipeg
YCY,CYCY,Clyde River Airport,Nunavut,CA,Clyde River,87,-68.52,70.49,America/Toronto
YCZ,CYCZ,Fairmont Hot Springs Airport,British Columbia,CA,Fairmont Hot Springs,2661,-115.87,50.33,America/Edmonton
YDA,CYDA,Dawson City Airport,Yukon,CA,Dawson City,1215,-139.13,64.04,America/Vancouver
YDB,CYDB,Burwash Airport,Yukon,CA,Burwash,2647,-139.04,61.37,America/Vancouver
YDF,CYDF,Deer Lake Airport,Newfoundland and Labrador,CA,Deer Lake,72,-57.39,49.21,America/St_Johns
YDM,CYDM,Ross River Airport,Yukon,CA,Ross River,2314,-132.42,61.97,America/Whitehorse
YDN,CYDN,Dauphin Barker Airport,Manitoba,CA,Dauphin,999,-100.05,51.10,America/Winnipeg
YDO,CYDO,Dolbeau St Felicien Airport,Quebec,CA,Dolbeau-St-Felicien,372,-72.38,48.78,America/Toronto
YDP,CYDP,Nain Airport,Newfoundland and Labrador,CA,Nain,22,-61.68,56.55,America/Halifax
YDQ,CYDQ,Dawson Creek Airport,British Columbia,CA,Dawson Creek,2148,-120.18,55.74,America/Dawson_Creek
YEG,CYEG,Edmonton International Airport,Alberta,CA,Edmonton,2373,-113.58,53.31,America/Edmonton
YEK,CYEK,Arviat Airport,Nunavut,CA,Arviat,32,-94.07,61.09,America/Winnipeg
YEL,CYEL,Elliot Lake Municipal Airport,Ontario,CA,Elliot Lake,1087,-82.56,46.35,America/Toronto
YEM,CYEM,Manitoulin East Municipal Airport,Ontario,CA,Manitowaning,869,-81.86,45.84,America/Toronto
YEN,CYEN,Estevan Airport,Saskatchewan,CA,Estevan,1905,-102.97,49.21,America/Regina
YER,CYER,Fort Severn Airport,Ontario,CA,Fort Severn,48,-87.68,56.02,America/Toronto
YET,CYET,Edson Airport,Alberta,CA,Edson,3043,-116.46,53.58,America/Edmonton
YEU,CYEU,Eureka Airport,Nunavut,CA,Eureka,256,-85.81,79.99,America/Rankin_Inlet
YEV,CYEV,Inuvik Mike Zubko Airport,Northwest Territories,CA,Inuvik,224,-133.48,68.30,America/Inuvik
YEY,CYEY,Amos Magny Airport,Quebec,CA,Amos,1068,-78.25,48.56,America/Toronto
YFA,CYFA,Fort Albany Airport,Ontario,CA,Fort Albany,48,-81.70,52.20,America/Toronto
YFB,CYFB,Iqaluit Airport,Nunavut,CA,Iqaluit,110,-68.56,63.76,America/Toronto
YFC,CYFC,Fredericton Airport,New Brunswick,CA,Fredericton,68,-66.54,45.87,America/Moncton
YFE,CYFE,Forestville Airport,Quebec,CA,Forestville,293,-69.10,48.75,America/Toronto
YFH,CYFH,Fort Hope Airport,Ontario,CA,Fort Hope,899,-87.91,51.56,America/Toronto
YTM,CYFJ,La Macaza / Mont-Tremblant International Inc Airport,Quebec,CA,Riviere Rouge,827,-74.78,46.41,America/Toronto
YFO,CYFO,Flin Flon Airport,Manitoba,CA,Flin Flon,997,-101.68,54.68,America/Winnipeg
YFR,CYFR,Fort Resolution Airport,Northwest Territories,CA,Fort Resolution,526,-113.69,61.18,America/Edmonton
YFS,CYFS,Fort Simpson Airport,Northwest Territories,CA,Fort Simpson,555,-121.24,61.76,America/Edmonton
YMN,CYFT,Makkovik Airport,Newfoundland and Labrador,CA,Makkovik,234,-59.19,55.08,America/Halifax
YGB,CYGB,Texada Gillies Bay Airport,British Columbia,CA,Texada,326,-124.52,49.69,America/Vancouver
YGD,CYGD,Goderich Airport,Ontario,CA,Goderich,712,-81.71,43.77,America/Toronto
YGH,CYGH,Fort Good Hope Airport,Northwest Territories,CA,Fort Good Hope,268,-128.65,66.24,America/Edmonton
YGK,CYGK,Kingston Norman Rogers Airport,Ontario,CA,Kingston,305,-76.60,44.23,America/Toronto
YGL,CYGL,La Grande Riviere Airport,Quebec,CA,La Grande Riviere,639,-77.70,53.63,America/Toronto
YGM,CYGM,Gimli Industrial Park Airport,Manitoba,CA,Gimli,753,-97.04,50.63,America/Winnipeg
YGO,CYGO,Gods Lake Narrows Airport,Manitoba,CA,Gods Lake Narrows,617,-94.49,54.56,America/Winnipeg
YGP,CYGP,Gaspe (Michel-Pouliot) Airport,Quebec,CA,Gaspe,112,-64.48,48.78,America/Toronto
YGQ,CYGQ,Geraldton Greenstone Regional Airport,Ontario,CA,Geraldton,1144,-86.94,49.78,America/Toronto
YGR,CYGR,Iles-de-la-Madeleine Airport,Quebec,CA,Iles-de-la-Madeleine,35,-61.78,47.42,America/Toronto
YGT,CYGT,Igloolik Airport,Nunavut,CA,Igloolik,174,-81.82,69.36,America/Toronto
YGV,CYGV,Havre St Pierre Airport,Quebec,CA,Havre St-Pierre,124,-63.61,50.28,America/Toronto
YGW,CYGW,Kuujjuarapik Airport,Quebec,CA,Kuujjuarapik,34,-77.77,55.28,America/Toronto
YGX,CYGX,Gillam Airport,Manitoba,CA,Gillam,476,-94.71,56.36,America/Winnipeg
YGZ,CYGZ,Grise Fiord Airport,Nunavut,CA,Grise Fiord,146,-82.91,76.43,America/Toronto
YQC,CYHA,Quaqtaq Airport,Quebec,CA,Quaqtaq,103,-69.62,61.05,America/Toronto
YHD,CYHD,Dryden Regional Airport,Ontario,CA,Dryden,1354,-92.74,49.83,America/Winnipeg
YHE,CYHE,Hope Airport,British Columbia,CA,Hope,128,-121.50,49.37,America/Vancouver
YHF,CYHF,Hearst Rene Fontaine Municipal Airport,Ontario,CA,Hearst,827,-83.69,49.71,America/Toronto
YNS,CYHH,Nemiscau Airport,Quebec,CA,Nemiscau,802,-76.14,51.69,America/Toronto
YHI,CYHI,Ulukhaktok Holman Airport,Northwest Territories,CA,Ulukhaktok,117,-117.81,70.76,America/Yellowknife
YHK,CYHK,Gjoa Haven Airport,Nunavut,CA,Gjoa Haven,152,-95.85,68.64,America/Edmonton
YHM,CYHM,John C. Munro Hamilton International Airport,Ontario,CA,Hamilton,780,-79.93,43.17,America/Toronto
YHN,CYHN,Hornepayne Municipal Airport,Ontario,CA,Hornepayne,1099,-84.76,49.19,America/Toronto
YHO,CYHO,Hopedale Airport,Newfoundland and Labrador,CA,Hopedale,39,-60.23,55.45,America/Halifax
YHR,CYHR,Chevery Airport,Quebec,CA,Chevery,39,-59.64,50.47,America/Blanc-Sablon
YHT,CYHT,Haines Junction Airport,Yukon,CA,Haines Junction,2150,-137.55,60.79,America/Whitehorse
YHU,CYHU,Montreal / Saint-Hubert Airport,Quebec,CA,Montreal,90,-73.42,45.52,America/Toronto
YHY,CYHY,Hay River / Merlyn Carter Airport,Northwest Territories,CA,Hay River,541,-115.78,60.84,America/Yellowknife
YHZ,CYHZ,Halifax / Stanfield International Airport,Nova Scotia,CA,Halifax,477,-63.51,44.88,America/Halifax
YIB,CYIB,Atikokan Municipal Airport,Ontario,CA,Atikokan,1408,-91.64,48.77,America/Panama
YDG,CYID,Digby / Annapolis Regional Airport,Nova Scotia,CA,Digby,499,-65.79,44.55,America/Halifax
YIF,CYIF,St Augustin Airport,Quebec,CA,St-Augustin,20,-58.66,51.21,America/Blanc-Sablon
YIK,CYIK,Ivujivik Airport,Quebec,CA,Ivujivik,126,-77.93,62.42,America/Toronto
YIO,CYIO,Pond Inlet Airport,Nunavut,CA,Pond Inlet,181,-77.97,72.68,America/Toronto
YIV,CYIV,Island Lake Airport,Manitoba,CA,Island Lake,770,-94.65,53.86,America/Winnipeg
YJF,CYJF,Fort Liard Airport,Northwest Territories,CA,Fort Liard,708,-123.47,60.24,America/Yellowknife
YJN,CYJN,St Jean Airport,Quebec,CA,St Jean,136,-73.28,45.29,America/Toronto
YJT,CYJT,Stephenville Airport,Newfoundland and Labrador,CA,Stephenville,84,-58.55,48.54,America/St_Johns
YKA,CYKA,Kamloops Airport,British Columbia,CA,Kamloops,1133,-120.44,50.70,America/Vancouver
LAK,CYKD,Aklavik Airport,Northwest Territories,CA,Aklavik,23,-135.01,68.22,America/Edmonton
YKF,CYKF,Waterloo Airport,Ontario,CA,Kitchener,1055,-80.38,43.46,America/Toronto
YKJ,CYKJ,Key Lake Airport,Saskatchewan,CA,Key Lake,1679,-105.62,57.26,America/Regina
YKL,CYKL,Schefferville Airport,Quebec,CA,Schefferville,1709,-66.81,54.81,America/Toronto
AKV,CYKO,Akulivik Airport,Quebec,CA,Akulivik,75,-78.15,60.82,America/Toronto
YKQ,CYKQ,Waskaganish Airport,Quebec,CA,Waskaganish,80,-78.76,51.47,America/Toronto
YKX,CYKX,Kirkland Lake Airport,Ontario,CA,Kirkland Lake,1157,-79.98,48.21,America/Toronto
YKY,CYKY,Kindersley Airport,Saskatchewan,CA,Kindersley,2277,-109.18,51.52,America/Regina
YKZ,CYKZ,Buttonville Municipal Airport,Ontario,CA,Toronto,650,-79.37,43.86,America/Toronto
YPJ,CYLA,Aupaluk Airport,Quebec,CA,Aupaluk,119,-69.60,59.30,America/Toronto
YLC,CYLC,Kimmirut Airport,Nunavut,CA,Kimmirut,175,-69.88,62.85,America/Toronto
YLD,CYLD,Chapleau Airport,Ontario,CA,Chapleau,1470,-83.35,47.82,America/Toronto
YLH,CYLH,Lansdowne House Airport,Ontario,CA,Lansdowne House,834,-87.93,52.20,America/Toronto
YLJ,CYLJ,Meadow Lake Airport,Saskatchewan,CA,Meadow Lake,1576,-108.52,54.13,America/Regina
YSG,CYLK,Lutselke Airport,Northwest Territories,CA,Lutselke,596,-110.68,62.42,America/Yellowknife
YLL,CYLL,Lloydminster Airport,Saskatchewan,CA,Lloydminster,2193,-110.07,53.31,America/Edmonton
YLR,CYLR,Leaf Rapids Airport,Manitoba,CA,Leaf Rapids,959,-99.99,56.51,America/Winnipeg
YLK,CYLS,Barrie-Orillia (Lake Simcoe Regional Airport),Ontario,CA,Barrie-Orillia,972,-79.56,44.49,America/Toronto
YLT,CYLT,Alert Airport,Nunavut,CA,Alert,100,-62.28,82.52,America/Toronto
XGR,CYLU,Kangiqsualujjuaq (Georges River) Airport,Quebec,CA,Kangiqsualujjuaq,215,-65.99,58.71,America/Iqaluit
YLW,CYLW,Kelowna Airport,British Columbia,CA,Kelowna,1409,-119.38,49.96,America/Vancouver
YMA,CYMA,Mayo Airport,Yukon,CA,Mayo,1653,-135.87,63.62,America/Vancouver
YME,CYME,Matane Airport,Quebec,CA,Matane,102,-67.45,48.86,America/Toronto
YMG,CYMG,Manitouwadge Airport,Ontario,CA,Manitouwadge,1198,-85.86,49.08,America/Toronto
YMH,CYMH,Marys Harbour Airport,Newfoundland and Labrador,CA,Marys Harbour,38,-55.85,52.30,America/St_Johns
YMJ,CYMJ,Moose Jaw Air Vice Marshal C. M. McEwen Airport,Saskatchewan,CA,Moose Jaw,1892,-105.56,50.33,America/Regina
YML,CYML,Charlevoix Airport,Quebec,CA,Charlevoix,977,-70.22,47.60,America/Toronto
YMM,CYMM,Fort McMurray Airport,Alberta,CA,Fort McMurray,1211,-111.22,56.65,America/Edmonton
YMO,CYMO,Moosonee Airport,Ontario,CA,Moosonee,30,-80.61,51.29,America/Toronto
YMT,CYMT,Chapais Airport,Quebec,CA,Chibougamau,1270,-74.53,49.77,America/Toronto
YUD,CYMU,Umiujaq Airport,Quebec,CA,Umiujaq,250,-76.52,56.54,America/Toronto
YMX,CYMX,Montreal International (Mirabel) Airport,Quebec,CA,Montreal,270,-74.04,45.68,America/Toronto
YNA,CYNA,Natashquan Airport,Quebec,CA,Natashquan,39,-61.79,50.19,America/Toronto
YNC,CYNC,Wemindji Airport,Quebec,CA,Wemindji,66,-78.83,53.01,America/Toronto
YND,CYND,Ottawa / Gatineau Airport,Quebec,CA,Gatineau,211,-75.56,45.52,America/Toronto
YNE,CYNE,Norway House Airport,Manitoba,CA,Norway House,734,-97.84,53.96,America/Winnipeg
YNL,CYNL,Points North Landing Airport,Saskatchewan,CA,Points North Landing,1605,-104.08,58.28,America/Regina
YNM,CYNM,Matagami Airport,Quebec,CA,Matagami,918,-77.80,49.76,America/Toronto
YNN,CYNN,Nejanilini Lake Airport,Manitoba,CA,Nejanilini Lake,1000,-97.78,59.49,America/Winnipeg
HZP,CYNR,Fort Mackay / Horizon Airport,Alberta,CA,Fort Mackay,916,-111.70,57.38,America/Edmonton
YOA,CYOA,Ekati Airport,Northwest Territories,CA,Ekati,1536,-110.61,64.70,America/Edmonton
YOC,CYOC,Old Crow Airport,Yukon,CA,Old Crow,824,-139.84,67.57,America/Vancouver
YOD,CYOD,CFB Cold Lake,Alberta,CA,Cold Lake,1775,-110.28,54.40,America/Edmonton
YOH,CYOH,Oxford House Airport,Manitoba,CA,Oxford House,663,-95.28,54.93,America/Winnipeg
YOJ,CYOJ,High Level Airport,Alberta,CA,High Level,1110,-117.17,58.62,America/Edmonton
YOO,CYOO,Oshawa Airport,Ontario,CA,Oshawa,460,-78.89,43.92,America/Toronto
YOP,CYOP,Rainbow Lake Airport,Alberta,CA,Rainbow Lake,1759,-119.41,58.49,America/Edmonton
YOS,CYOS,Owen Sound / Billy Bishop Regional Airport,Ontario,CA,Owen Sound,1007,-80.84,44.59,America/Toronto
YOW,CYOW,Ottawa Macdonald-Cartier International Airport,Ontario,CA,Ottawa,374,-75.67,45.32,America/Toronto
YPA,CYPA,Prince Albert Glass Field,Saskatchewan,CA,Prince Albert,1405,-105.67,53.21,America/Regina
YPC,CYPC,Paulatuk (Nora Aliqatchialuk Ruben) Airport,Northwest Territories,CA,Paulatuk,15,-124.08,69.36,America/Edmonton
YPS,CYPD,Port Hawkesbury Airport,Nova Scotia,CA,Port Hawkesbury,377,-61.37,45.66,America/Halifax
YPE,CYPE,Peace River Airport,Alberta,CA,Peace River,1873,-117.45,56.23,America/Edmonton
YPG,CYPG,Southport Airport,Manitoba,CA,Portage,885,-98.27,49.90,America/Winnipeg
KNQ,NWWD,Kone Airport,"",NC,Kone,23,164.84,-21.05,Pacific/Noumea
YPH,CYPH,Inukjuak Airport,Quebec,CA,Inukjuak,83,-78.08,58.47,America/Toronto
YPL,CYPL,Pickle Lake Airport,Ontario,CA,Pickle Lake,1267,-90.21,51.45,America/Panama
YPM,CYPM,Pikangikum Airport,Ontario,CA,Pikangikum,1114,-93.97,51.82,America/Winnipeg
YPN,CYPN,Port Menier Airport,Quebec,CA,Port-Menier,167,-64.29,49.84,America/Toronto
YPO,CYPO,Peawanuck Airport,Ontario,CA,Peawanuck,173,-85.44,54.99,America/Toronto
YPQ,CYPQ,Peterborough Airport,Ontario,CA,Peterborough,628,-78.36,44.23,America/Toronto
YPR,CYPR,Prince Rupert Airport,British Columbia,CA,Prince Rupert,116,-130.45,54.29,America/Vancouver
YPW,CYPW,Powell River Airport,British Columbia,CA,Powell River,425,-124.50,49.83,America/Vancouver
YPX,CYPX,Puvirnituq Airport,Quebec,CA,Puvirnituq,74,-77.29,60.05,America/Toronto
YPY,CYPY,Fort Chipewyan Airport,Alberta,CA,Fort Chipewyan,761,-111.12,58.77,America/Edmonton
YQA,CYQA,Muskoka Airport,Ontario,CA,Muskoka,925,-79.30,44.97,America/Toronto
YQB,CYQB,Quebec Jean Lesage International Airport,Quebec,CA,Quebec,244,-71.39,46.79,America/Toronto
YQD,CYQD,The Pas Airport,Manitoba,CA,The Pas,887,-101.09,53.97,America/Winnipeg
YQF,CYQF,Red Deer Regional Airport,Alberta,CA,Red Deer,2968,-113.89,52.18,America/Edmonton
YQG,CYQG,Windsor Airport,Ontario,CA,Windsor,622,-82.96,42.28,America/Toronto
YQH,CYQH,Watson Lake Airport,Yukon,CA,Watson Lake,2255,-128.82,60.12,America/Vancouver
YQI,CYQI,Yarmouth Airport,Nova Scotia,CA,Yarmouth,141,-66.09,43.83,America/Halifax
YQK,CYQK,Kenora Airport,Ontario,CA,Kenora,1332,-94.36,49.79,America/Winnipeg
YQL,CYQL,Lethbridge County Airport,Alberta,CA,Lethbridge,3048,-112.80,49.63,America/Edmonton
YQM,CYQM,Greater Moncton International Airport,New Brunswick,CA,Moncton,232,-64.68,46.11,America/Halifax
YQN,CYQN,Nakina Airport,Ontario,CA,Nakina,1057,-86.70,50.18,America/Toronto
YQQ,CYQQ,Comox Airport,British Columbia,CA,Comox,84,-124.89,49.71,America/Vancouver
YQR,CYQR,Regina International Airport,Saskatchewan,CA,Regina,1894,-104.67,50.43,America/Regina
YQS,CYQS,St Thomas Municipal Airport,Ontario,CA,St Thomas,778,-81.11,42.77,America/Toronto
YQT,CYQT,Thunder Bay Airport,Ontario,CA,Thunder Bay,653,-89.32,48.37,America/Thunder_Bay
YQU,CYQU,Grande Prairie Airport,Alberta,CA,Grande Prairie,2195,-118.89,55.18,America/Edmonton
YQV,CYQV,Yorkton Municipal Airport,Saskatchewan,CA,Yorkton,1635,-102.46,51.26,America/Regina
YQW,CYQW,North Battleford Airport,Saskatchewan,CA,North Battleford,1799,-108.24,52.77,America/Regina
YQX,CYQX,Gander International Airport,Newfoundland and Labrador,CA,Gander,496,-54.57,48.94,America/St_Johns
YQY,CYQY,Sydney / J.A. Douglas McCurdy Airport,Nova Scotia,CA,Sydney,203,-60.05,46.16,America/Glace_Bay
YQZ,CYQZ,Quesnel Airport,British Columbia,CA,Quesnel,1789,-122.51,53.03,America/Vancouver
YRA,CYRA,Rae Lakes Airport,Northwest Territories,CA,Gameti,723,-117.31,64.12,America/Yellowknife
YRB,CYRB,Resolute Bay Airport,Nunavut,CA,Resolute Bay,215,-94.97,74.72,America/Winnipeg
YRI,CYRI,Riviere-du-Loup Airport,Quebec,CA,Riviere-du-Loup,427,-69.58,47.76,America/Toronto
YRJ,CYRJ,Roberval Airport,Quebec,CA,Roberval,586,-72.27,48.52,America/Toronto
YRL,CYRL,Red Lake Airport,Ontario,CA,Red Lake,1265,-93.79,51.07,America/Winnipeg
YRO,CYRO,Ottawa / Rockcliffe Airport,Ontario,CA,Ottawa,188,-75.65,45.46,America/Toronto
YRP,CYRP,Ottawa / Carp Airport,Ontario,CA,Carp,382,-76.02,45.32,America/Toronto
YRQ,CYRQ,Trois-Rivieres Airport,Quebec,CA,Trois-Rivieres,199,-72.68,46.35,America/Toronto
YRS,CYRS,Red Sucker Lake Airport,Manitoba,CA,Red Sucker Lake,729,-93.56,54.17,America/Winnipeg
YRT,CYRT,Rankin Inlet Airport,Nunavut,CA,Rankin Inlet,94,-92.12,62.81,America/Winnipeg
YRV,CYRV,Revelstoke Airport,British Columbia,CA,Revelstoke,1459,-118.18,50.97,America/Vancouver
YSB,CYSB,Sudbury Airport,Ontario,CA,Sudbury,1141,-80.80,46.63,America/Toronto
YSC,CYSC,Sherbrooke Airport,Quebec,CA,Sherbrooke,792,-71.69,45.44,America/Toronto
YSF,CYSF,Stony Rapids Airport,Saskatchewan,CA,Stony Rapids,805,-105.84,59.25,America/Regina
YSH,CYSH,Smiths Falls-Montague (Russ Beach) Airport,Ontario,CA,Smiths Falls,416,-75.94,44.95,America/Toronto
YSJ,CYSJ,Saint John Airport,New Brunswick,CA,Saint John,357,-65.89,45.32,America/Halifax
YSK,CYSK,Sanikiluaq Airport,Nunavut,CA,Sanikiluaq,104,-79.25,56.54,America/Iqaluit
YSL,CYSL,St Leonard Airport,New Brunswick,CA,St Leonard,793,-67.83,47.16,America/Moncton
YSM,CYSM,Fort Smith Airport,Northwest Territories,CA,Fort Smith,671,-111.96,60.02,America/Edmonton
YCM,CYSN,Niagara District Airport,Ontario,CA,St Catharines,321,-79.17,43.19,America/Toronto
YSP,CYSP,Marathon Airport,Ontario,CA,Marathon,1035,-86.34,48.76,America/Toronto
YST,CYST,St. Theresa Point Airport,Manitoba,CA,St. Theresa Point,773,-94.85,53.85,America/Winnipeg
YSU,CYSU,Summerside Airport,Prince Edward Island,CA,Summerside,56,-63.83,46.44,America/Halifax
YSY,CYSY,Sachs Harbour (David Nasogaluak Jr. Saaryuaq) Airport,Northwest Territories,CA,Sachs Harbour,282,-125.24,71.99,America/Edmonton
YTA,CYTA,Pembroke Airport,Ontario,CA,Pembroke,529,-77.25,45.86,America/Toronto
YTE,CYTE,Cape Dorset Airport,Nunavut,CA,Cape Dorset,164,-76.53,64.23,America/Toronto
YTF,CYTF,Alma Airport,Quebec,CA,Alma,445,-71.64,48.51,America/Toronto
YTH,CYTH,Thompson Airport,Manitoba,CA,Thompson,729,-97.86,55.80,America/Winnipeg
YTL,CYTL,Big Trout Lake Airport,Ontario,CA,Big Trout Lake,729,-89.90,53.82,America/Winnipeg
YTQ,CYTQ,Tasiujaq Airport,Quebec,CA,Tasiujaq,122,-69.96,58.67,America/Toronto
YTR,CYTR,CFB Trenton,Ontario,CA,Trenton,283,-77.53,44.12,America/Toronto
YTS,CYTS,Timmins/Victor M. Power,Ontario,CA,Timmins,967,-81.38,48.57,America/Toronto
YTZ,CYTZ,Billy Bishop Toronto City Centre Airport,Ontario,CA,Toronto,252,-79.40,43.63,America/Toronto
YUB,CYUB,Tuktoyaktuk Airport,Northwest Territories,CA,Tuktoyaktuk,15,-133.03,69.43,America/Yellowknife
YUL,CYUL,Montreal / Pierre Elliott Trudeau International Airport,Quebec,CA,Montreal,118,-73.74,45.47,America/Toronto
YUT,CYUT,Repulse Bay Airport,Nunavut,CA,Repulse Bay,80,-86.22,66.52,America/Winnipeg
YUX,CYUX,Hall Beach Airport,Nunavut,CA,Hall Beach,27,-81.24,68.78,America/Toronto
YUY,CYUY,Rouyn Noranda Airport,Quebec,CA,Rouyn-Noranda,988,-78.84,48.21,America/Toronto
YVB,CYVB,Bonaventure Airport,Quebec,CA,Bonaventure,123,-65.46,48.07,America/Toronto
YVC,CYVC,La Ronge Airport,Saskatchewan,CA,La Ronge,1242,-105.26,55.15,America/Regina
YVE,CYVK,Vernon Airport,British Columbia,CA,Vernon,1140,-119.33,50.25,America/Vancouver
YVM,CYVM,Qikiqtarjuaq Airport,Nunavut,CA,Qikiqtarjuaq,21,-64.03,67.55,America/Toronto
YVO,CYVO,Val-dOr Airport,Quebec,CA,Val-dOr,1107,-77.78,48.05,America/Toronto
YVP,CYVP,Kuujjuaq Airport,Quebec,CA,Kuujjuaq,129,-68.43,58.10,America/Toronto
YVQ,CYVQ,Norman Wells Airport,Northwest Territories,CA,Norman Wells,238,-126.80,65.28,America/Edmonton
YVR,CYVR,Vancouver International Airport,British Columbia,CA,Vancouver,14,-123.18,49.19,America/Vancouver
YVT,CYVT,Buffalo Narrows Airport,Saskatchewan,CA,Buffalo Narrows,1423,-108.42,55.84,America/Regina
YVV,CYVV,Wiarton Airport,Ontario,CA,Wiarton,729,-81.11,44.75,America/Toronto
YVZ,CYVZ,Deer Lake Airport,Ontario,CA,Deer Lake,1092,-94.06,52.66,America/Winnipeg
YWA,CYWA,Petawawa Airport,Ontario,CA,Petawawa,427,-77.32,45.95,America/Toronto
YWG,CYWG,Winnipeg / James Armstrong Richardson International Airport,Manitoba,CA,Winnipeg,783,-97.24,49.91,America/Winnipeg
YWJ,CYWJ,Deline Airport,Northwest-Territories,CA,Deline,703,-123.44,65.21,America/Edmonton
YWK,CYWK,Wabush Airport,Newfoundland-and-Labrador,CA,Wabush,1808,-66.86,52.92,America/Halifax
YWL,CYWL,Williams Lake Airport,British-Columbia,CA,Williams Lake,3085,-122.05,52.18,America/Vancouver
YWP,CYWP,Webequie Airport,Ontario,CA,Webequie,685,-87.37,52.96,America/Toronto
YWY,CYWY,Wrigley Airport,Northwest-Territories,CA,Wrigley,489,-123.44,63.21,America/Edmonton
YXC,CYXC,Cranbrook Airport,British-Columbia,CA,Cranbrook,3082,-115.78,49.61,America/Edmonton
YXD,CYXD,Edmonton City Centre (Blatchford Field) Airport,Alberta,CA,Edmonton,2202,-113.52,53.57,America/Edmonton
YXE,CYXE,Saskatoon John G. Diefenbaker International Airport,Saskatchewan,CA,Saskatoon,1653,-106.70,52.17,America/Regina
YXH,CYXH,Medicine Hat Airport,Alberta,CA,Medicine Hat,2352,-110.72,50.02,America/Edmonton
YXJ,CYXJ,Fort St John Airport,British-Columbia,CA,Fort St.John,2280,-120.74,56.24,America/Dawson_Creek
YXK,CYXK,Rimouski Airport,Quebec,CA,Rimouski,82,-68.50,48.48,America/Toronto
YXL,CYXL,Sioux Lookout Airport,Ontario,CA,Sioux Lookout,1258,-91.91,50.11,America/Winnipeg
YXN,CYXN,Whale Cove Airport,Nunavut,CA,Whale Cove,40,-92.60,62.24,America/Winnipeg
YXP,CYXP,Pangnirtung Airport,Nunavut,CA,Pangnirtung,75,-65.71,66.14,America/Toronto
YXQ,CYXQ,Beaver Creek Airport,Yukon,CA,Beaver Creek,2131,-140.87,62.41,America/Whitehorse
YXR,CYXR,Earlton (Timiskaming Regional) Airport,Ontario,CA,Earlton,800,-79.85,47.70,America/Toronto
YXS,CYXS,Prince George Airport,British-Columbia,CA,Prince George,2267,-122.68,53.89,America/Vancouver
YXT,CYXT,Terrace Airport,British-Columbia,CA,Terrace,713,-128.58,54.47,America/Vancouver
YXU,CYXU,London Airport,Ontario,CA,London,912,-81.15,43.04,America/Toronto
YXX,CYXX,Abbotsford Airport,British-Columbia,CA,Abbotsford,195,-122.36,49.03,America/Vancouver
YXY,CYXY,Whitehorse / Erik Nielsen International Airport,Yukon,CA,Whitehorse,2317,-135.07,60.71,America/Whitehorse
YXZ,CYXZ,Wawa Airport,Ontario,CA,Wawa,942,-84.79,47.97,America/Toronto
YYB,CYYB,North Bay Airport,Ontario,CA,North Bay,1215,-79.42,46.36,America/Toronto
YYC,CYYC,Calgary International Airport,Alberta,CA,Calgary,3557,-114.02,51.11,America/Edmonton
YYD,CYYD,Smithers Airport,British-Columbia,CA,Smithers,1712,-127.18,54.82,America/Vancouver
YYE,CYYE,Fort Nelson Airport,British-Columbia,CA,Fort Nelson,1253,-122.60,58.84,America/Fort_Nelson
YYF,CYYF,Penticton Airport,British-Columbia,CA,Penticton,1129,-119.60,49.46,America/Vancouver
YYG,CYYG,Charlottetown Airport,Newfoundland-and-Labrador,CA,Charlottetown,160,-63.12,46.29,America/Halifax
YYH,CYYH,Taloyoak Airport,Nunavut,CA,Taloyoak,92,-93.58,69.55,America/Edmonton
YYJ,CYYJ,Victoria International Airport,British-Columbia,CA,Victoria,63,-123.43,48.65,America/Vancouver
YYL,CYYL,Lynn Lake Airport,Manitoba,CA,Lynn Lake,1170,-101.08,56.86,America/Winnipeg
YYN,CYYN,Swift Current Airport,Saskatchewan,CA,Swift Current,2680,-107.69,50.29,America/Regina
YYQ,CYYQ,Churchill Airport,Manitoba,CA,Churchill,94,-94.07,58.74,America/Winnipeg
YYR,CYYR,Goose Bay Airport,Newfoundland-and-Labrador,CA,Goose Bay,160,-60.43,53.32,America/Goose_Bay
YYT,CYYT,St. Johns International Airport,Newfoundland-and-Labrador,CA,St. Johns,461,-52.75,47.62,America/St_Johns
YYU,CYYU,Kapuskasing Airport,Ontario,CA,Kapuskasing,743,-82.47,49.41,America/Toronto
YYW,CYYW,Armstrong Airport,Ontario,CA,Armstrong,1058,-88.91,50.29,America/Toronto
YYY,CYYY,Mont Joli Airport,Quebec,CA,Mont-Joli,172,-68.21,48.61,America/Toronto
